name,smiles,multiplicity,config_file,restart,end
mol01,CS(=O)C,,009.ini,,
mol02,CCS,,009.ini,,
mol03,CCF,,009.ini,,
mol04,CC(F)(F)F,,009.ini,,
mol05,CCC(Cl)C,,009.ini,,
mol06,C(Cl)C(C)Cl,,009.ini,,
mol07,CCCBr,,009.ini,,
mol08,CCC(C)(C)Br,,009.ini,,
mol09,CC(I)C,,009.ini,,
mol10,C(I)I,,009.ini,,
mol11,C(Cl)F,,009.ini,,
mol12,C(Br)(F)(F)F,,009.ini,,
