name,liq_temp,liq_energy,density,gas_temp,gas_energy,heat_of_vap
mol11,298.1070552139017,-3.0617001913536406,0.8172293982396345,300.45660779295116,6.51805254116113,10.080856598904642
mol13,298.12810032823205,13.437535708719444,0.7030498098527657,298.2494760782312,18.250646275498443,5.403392163121731
mol07,298.09702708689315,-8.84742884023393,0.8662574724929709,299.1681223074774,0.22326941984789322,9.611738103132843
mol10,298.2213423813218,-32.41311845042862,1.0660987575492418,300.0797724937269,-19.406926064372747,13.53185070086101
mol03,298.2376474305057,5.832359178736386,0.7481686439359381,297.5907756564246,12.569720304035092,7.3506465355989965
mol01,298.23742441907956,6.493776118523145,0.8529772830452846,300.62201557485713,13.24668257049575,7.31658279305986
mol09,298.20359965106354,3.1716108474113693,0.9695993427871377,298.5570072890356,8.767931742148463,6.1810411164580366
mol08,298.1648868132883,3.470477110307062,0.9387464549902425,298.8386295797223,13.331064632700231,10.432607340008435
mol14,298.2073222766329,-69.56680057671029,0.8473097372816936,298.27601576067406,-62.22495457683876,7.932298374364284
mol06,298.17729639122564,-3.7760326908473765,0.8710558603891391,297.7818982967391,4.151733624946546,8.535167329916906
mol04,298.2033868556484,11.721325072559896,0.7023999999915453,297.83283661363214,16.97358490586509,5.858698624000865
mol05,298.18279221505264,-10.798863094378994,0.7028132435674712,299.8624890447308,-5.4807196769500095,5.84518718730684
mol02,298.09866446825475,-26.476657255606245,0.7389904384321194,296.70965432775915,-19.638028539845408,7.447268516297529
mol15,298.08692639149155,-60.7872983126295,0.8439302622755392,298.94811473868657,-51.30754943833069,10.046185032494462
mol12,298.0259920695192,-3.3799166814031176,0.6220638244835975,299.04727364722606,2.003255703196243,5.9296286088318775
