name,smiles,multiplicity,config_file,restart,end
mol01,CS(=O)C,,014.ini,,
mol02,CCS,,014.ini,,
mol03,CCF,,014.ini,,
mol04,CC(F)(F)F,,014.ini,,
mol05,CCC(Cl)C,,014.ini,,
mol06,C(Cl)C(C)Cl,,014.ini,,
mol07,CCCBr,,014.ini,,
mol08,CCC(C)(C)Br,,014.ini,,
mol09,CC(I)C,,014.ini,,
mol10,C(I)I,,014.ini,,
mol11,C(Cl)F,,014.ini,,
mol12,C(Br)(F)(F)F,,014.ini,,
