name,smiles,multiplicity,config_file,restart,end
mol01,OC,,010.ini,,
mol02,C-C#N,,010.ini,,
mol03,CCCN,,010.ini,,
mol04,COCCC,,010.ini,,
mol05,CCOCC,,010.ini,,
mol06,CC1=CC=CC=C1,,010.ini,,
mol07,Cc1ccc(C)cc1,,010.ini,,
mol08,CN(C)C=O,,010.ini,,
mol09,c1cocc1,,010.ini,,
mol10,c1ccccc1N,,010.ini,,
mol11,CCCCO,,010.ini,,
mol12,CC(C)CC,,010.ini,,
mol13,CN,,010.ini,,
mol14,CC(=O)C,,010.ini,,
mol15,CC(C)O,,010.ini,,
